block,browser_codename,browser_name,browser_version,condition,correct_response,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,queryParams_batchId,queryParams_generalMultiple,response,response_time,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,stim,system_os
C,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:56,0,0,0,0,0,251,3.6.1,98,,right,1219,824,1536,24,864,24,0,0,1536,shandow-meep,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,2165,680,1280,24,720,24,0,0,1280,sand-pepper,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1369,680,1280,24,720,24,0,0,1280,shark-dull,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1901,680,1280,24,720,24,0,0,1280,hort-sain,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1377,680,1280,24,720,24,0,0,1280,ip-bown,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1042,680,1280,24,720,24,0,0,1280,buy-sell,Win32
practice,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1072,680,1280,24,720,24,0,0,1280,table-chair,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,905,680,1280,24,720,24,0,0,1280,rip-tear,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,678,680,1280,24,720,24,0,0,1280,black-white,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,762,680,1280,24,720,24,0,0,1280,rid-tear,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1083,680,1280,24,720,24,0,0,1280,bed-slorg,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1319,680,1280,24,720,24,0,0,1280,large-smipo,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1068,680,1280,24,720,24,0,0,1280,high-low,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1153,680,1280,24,720,24,0,0,1280,boeh-ale,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,2358,680,1280,24,720,24,0,0,1280,ald-rubtract,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1256,680,1280,24,720,24,0,0,1280,bey-wirl,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1094,680,1280,24,720,24,0,0,1280,fot-thip,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1078,680,1280,24,720,24,0,0,1280,block-whote,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1586,680,1280,24,720,24,0,0,1280,bosh-water,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,894,680,1280,24,720,24,0,0,1280,age-subtract,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,848,680,1280,24,720,24,0,0,1280,peace-war,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,912,680,1280,24,720,24,0,0,1280,figh-lew,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,856,680,1280,24,720,24,0,0,1280,add-subtract,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1184,680,1280,24,720,24,0,0,1280,fop-skup,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,919,680,1280,24,720,24,0,0,1280,dance-waltz,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1232,680,1280,24,720,24,0,0,1280,wealth-sickness,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,751,680,1280,24,720,24,0,0,1280,hill-mountain,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,670,680,1280,24,720,24,0,0,1280,pen-ink,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,753,680,1280,24,720,24,0,0,1280,hop-skip,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1124,680,1280,24,720,24,0,0,1280,dealth-fickness,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1458,680,1280,24,720,24,0,0,1280,sigh-low,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1557,680,1280,24,720,24,0,0,1280,ranch-waltz,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1136,680,1280,24,720,24,0,0,1280,ren-onk,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1948,680,1280,24,720,24,0,0,1280,trout-fish,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1249,680,1280,24,720,24,0,0,1280,scorpion-cut,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,713,680,1280,24,720,24,0,0,1280,dog-cat,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,698,680,1280,24,720,24,0,0,1280,health-sickness,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,668,680,1280,24,720,24,0,0,1280,boy-girl,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,927,680,1280,24,720,24,0,0,1280,frout-hish,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1166,680,1280,24,720,24,0,0,1280,hilp-bountain,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,957,680,1280,24,720,24,0,0,1280,moship-father,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1211,680,1280,24,720,24,0,0,1280,man-wotar,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1399,680,1280,24,720,24,0,0,1280,rough-smoat,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1639,680,1280,24,720,24,0,0,1280,bread-bottin,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1047,680,1280,24,720,24,0,0,1280,lean-stem,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,728,680,1280,24,720,24,0,0,1280,good-bad,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,923,680,1280,24,720,24,0,0,1280,park-night,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,883,680,1280,24,720,24,0,0,1280,scyssors-cet,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1468,680,1280,24,720,24,0,0,1280,fine-grapes,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,731,680,1280,24,720,24,0,0,1280,wine-grapes,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1392,680,1280,24,720,24,0,0,1280,nirey-south,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,824,680,1280,24,720,24,0,0,1280,blue-sky,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1347,680,1280,24,720,24,0,0,1280,honip-bee,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,911,680,1280,24,720,24,0,0,1280,mop-skip,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,834,680,1280,24,720,24,0,0,1280,bat-thin,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1084,680,1280,24,720,24,0,0,1280,rin-mear,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1189,680,1280,24,720,24,0,0,1280,darl-nighp,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,920,680,1280,24,720,24,0,0,1280,will-mountain,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1266,680,1280,24,720,24,0,0,1280,afraid-scobet,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1207,680,1280,24,720,24,0,0,1280,door-wingew,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1294,680,1280,24,720,24,0,0,1280,hoy-wappy,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1133,680,1280,24,720,24,0,0,1280,porry-cent,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,2142,680,1280,24,720,24,0,0,1280,capsute-pill,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1348,680,1280,24,720,24,0,0,1280,gold-bad,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,999,680,1280,24,720,24,0,0,1280,sconix-marble,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,726,680,1280,24,720,24,0,0,1280,dark-night,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,868,680,1280,24,720,24,0,0,1280,treat-fish,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1014,680,1280,24,720,24,0,0,1280,wone-brapes,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1093,680,1280,24,720,24,0,0,1280,brothog-sister,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,679,680,1280,24,720,24,0,0,1280,hard-soft,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,856,680,1280,24,720,24,0,0,1280,dig-cat,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,833,680,1280,24,720,24,0,0,1280,glue-sky,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1048,680,1280,24,720,24,0,0,1280,goid-nad,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1129,680,1280,24,720,24,0,0,1280,toy-girl,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,1065,680,1280,24,720,24,0,0,1280,scissors-cut,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1056,680,1280,24,720,24,0,0,1280,jance-maltz,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,592,680,1280,24,720,24,0,0,1280,men-ink,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,963,680,1280,24,720,24,0,0,1280,peach-war,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Nonword,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,928,680,1280,24,720,24,0,0,1280,geaf-ster,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Related,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,737,680,1280,24,720,24,0,0,1280,fat-thin,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1320,680,1280,24,720,24,0,0,1280,green-gliss,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1272,680,1280,24,720,24,0,0,1280,cabbage-lottir,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Unrelated,LEFT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,left,895,680,1280,24,720,24,0,0,1280,slack-white,Win32
B,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Filler,RIGHT,04-10-21,04-10-21,09:34:46,0,0,0,0,0,250,3.6.1,98,,right,1068,680,1280,24,720,24,0,0,1280,bitter-sweax,Win32
